run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,0,5794,0,3962,0,2605,0.2,0,0,206,0,0,2221,2072,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,72,0,356,0,454,0,430,0,24,0,0,0,0,0,0,0,0,0,4914,0,5984,0,4416,0,2782,0.2,0,0,240,0,0,482,433,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,139,0,308,0,926,0,884,0,42,0,0,0,0,0,0,0,0,0,5881,0,6546,0,4489,0,3323,0.2,0,0,324,0,0,111,105,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,25,0,500,0,1480,0,1401,0,79,0,0,0,0,0,0,0,0,4,7297,3,6806,2,4455,0,643,0.2,0,1,1143,0,0,23,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,39,0,84,0,1536,0,1457,0,79,0,0,0,0,0,0,0,0,3,7976,3,8023,1,4468,0,2558,0.2,0,0,282,0,0,32,20,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,162,0,266,0,1961,0,1862,0,99,0,0,0,0,0,0,0,0,3,9942,3,9741,1,4451,1,3434,0.2,0,0,201,0,0,85,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,238,1,301,0,2221,0,2111,0,110,0,2665,0,0,2665,0,0,100,3,9242,3,8948,2,4454,1,3186,0.2,0,0,294,0,0,11,25,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,273,0,263,1,2364,1,2247,0,117,0,0,0,0,0,0,0,0,4,11257,4,10474,2,4433,0,551,0.2,0,0,783,0,0,40,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,42,0,52,0,1849,0,1752,0,97,0,1241,0,0,1241,0,0,100,4,11050,4,10467,2,4430,1,1405,0.2,0,0,583,0,0,14,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,106,0,155,1,1819,1,1724,0,95,3,1287,0,0,1290,0,0,100,2,10962,2,10675,1,4428,1,2414,0.2,0,0,287,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,35,0,368,0,1913,0,1819,0,94,0,1404,0,0,1404,0,0,100,2,11148,2,10897,2,4433,0,2478,0.2,0,0,251,0,0,21,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,131,0,298,0,1900,0,1791,0,109,0,1799,0,0,1799,0,0,100,2,10944,2,10682,1,4432,0,2813,0.2,0,0,262,0,0,9,12,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,151,0,316,0,1898,0,1802,0,96,0,1681,0,0,1681,0,0,100,2,10853,2,10558,2,4417,0,2954,0.2,0,0,295,0,0,19,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,96,0,378,0,2085,0,1979,0,106,1,1934,0,0,1935,0,0,100,1,10662,1,9972,1,4418,0,911,0.2,0,0,690,0,0,0,23,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,25,0,123,1,2097,1,2002,0,95,0,1440,0,0,1440,0,0,100,2,10589,2,10368,1,4397,0,2263,0.2,0,0,221,0,0,17,17,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,87,0,300,0,1889,0,1796,0,93,1,1482,0,0,1483,0,0,100,1,10737,1,10098,1,4380,0,790,0.2,0,0,639,0,0,34,16,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,69,0,66,0,1729,0,1631,0,98,0,1480,0,0,1480,0,0,100,1,10301,1,9771,0,4362,0,2767,0.2,0,0,530,0,0,0,26,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,105,0,353,0,1778,0,1704,0,74,0,1406,99,0,1307,6,0,93,106,10072,101,9856,24,4338,8,2369,0.2,0,3,218,0,0,18,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,174,0,184,2,1584,2,1518,0,66,0,1437,0,0,1437,0,0,100,103,9974,93,9475,23,4338,0,585,0.2,0,5,504,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,36,0,55,1,1530,1,1459,0,71,0,1511,0,0,1511,0,0,100,94,9461,92,9282,21,4336,8,3041,0.2,0,2,179,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,2,243,2,258,2,1650,2,1565,0,85,1,1641,0,0,1642,0,0,100,93,9259,90,9048,17,4337,4,3589,0.2,0,0,214,0,0,24,12,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,206,1,413,3,2116,3,2017,0,99,0,1522,0,0,1522,0,0,100,93,9601,86,9335,19,4327,7,2422,0.2,0,5,268,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,2,85,0,321,2,2106,2,2015,0,91,0,1383,0,0,1383,0,0,100,88,10015,71,9179,26,4326,0,874,0.2,0,7,846,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,67,0,75,0,1920,0,1823,0,97,65,1322,0,0,1387,0,0,100,6,9734,4,9504,4,4325,2,3753,0.2,0,2,230,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,223,1,441,4,2311,4,2195,0,116,0,1196,0,0,1196,0,0,100,8,10561,6,10008,4,4327,1,1607,0.2,0,2,553,0,0,0,35,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,199,1,71,6,2259,6,2141,0,118,1,1157,0,0,1158,0,0,100,11,11060,9,10454,3,4290,0,1164,0.2,0,2,606,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,46,0,128,3,1869,3,1796,0,73,0,1172,0,0,1172,0,0,100,12,11117,10,10866,5,4294,3,2113,0.2,0,2,251,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,137,0,220,3,1678,3,1603,0,75,1,1591,0,0,1592,0,0,100,12,10921,11,10622,5,4292,3,3000,0.2,0,1,299,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,252,1,263,2,1989,2,1886,0,103,1,1604,0,0,1605,0,0,100,12,10960,12,10414,6,4291,0,1650,0.2,0,0,546,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,188,0,110,1,1800,1,1709,0,91,0,1453,0,0,1453,0,0,100,13,10716,13,10121,6,4292,2,1749,0.2,0,0,595,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,62,0,222,0,1785,0,1702,0,83,2,1770,0,0,1772,0,0,100,11,10096,10,9473,9,4291,0,723,0.2,0,1,623,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,18,0,91,2,1596,2,1504,0,92,3,1659,0,0,1662,0,0,100,9,9365,9,9071,5,4290,5,1736,0.2,0,0,294,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,71,0,222,2,1577,2,1507,0,70,2,1407,0,0,1409,0,0,100,9,9209,9,8968,3,4290,2,2119,0.2,0,0,241,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,141,0,227,3,1620,3,1539,0,81,2,1262,0,0,1264,0,0,100,10,9295,7,8601,4,4290,0,697,0.2,0,3,694,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,48,0,70,0,1324,0,1256,0,68,2,1406,0,0,1408,0,0,100,5,8497,5,8174,3,4282,1,2678,0.2,0,0,323,0,0,0,22,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,212,0,242,3,1403,3,1349,0,54,0,1292,0,0,1292,0,0,100,8,8262,8,8034,6,4270,2,1228,0.2,0,0,228,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,73,0,142,1,1405,1,1336,0,69,0,1358,0,0,1358,0,0,100,9,8052,9,7348,6,4266,0,691,0.2,0,0,704,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,54,0,68,0,1320,0,1256,0,64,1,1133,0,0,1134,0,0,100,8,7505,7,7069,3,4254,0,2739,0.2,0,1,436,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,77,0,359,0,1460,0,1397,0,63,2,1109,0,0,1111,0,0,100,5,7392,5,7166,5,4259,5,3811,0.2,0,0,226,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,1,227,1,420,2,1856,2,1765,0,91,2,1178,0,0,1180,0,0,100,5,7809,4,7311,4,4265,2,2196,0.2,0,1,498,0,0,9,26,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,63,0,307,2,2033,2,1917,0,116,0,920,0,0,920,0,0,100,6,8375,4,8007,1,4240,0,1481,0.2,0,2,368,0,0,0,21,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,45,0,214,1,1929,1,1834,0,95,1,1028,0,0,1029,0,0,100,4,8864,3,8104,1,4212,0,569,0.2,0,1,760,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,14,0,86,1,1827,1,1740,0,87,0,885,0,0,885,0,0,100,4,9019,3,8539,2,4220,0,2271,0.2,0,1,480,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,195,0,175,0,1808,0,1725,0,83,0,878,0,0,878,0,0,100,3,9435,2,8517,3,4223,0,483,0.2,0,1,918,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,27,0,42,2,1421,1,1345,1,76,0,878,0,0,878,0,0,100,3,9024,2,8851,3,4222,2,2575,0.2,0,1,173,0,0,11,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,106,0,322,0,1284,0,1213,0,71,0,1231,0,0,1231,0,0,100,2,8879,2,8433,1,4220,0,1899,0.2,0,0,446,0,0,12,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,207,0,130,0,1343,0,1267,0,76,1,1370,0,0,1371,0,0,100,1,8374,1,8115,1,4215,1,1933,0.2,0,0,259,0,0,0,22,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,123,0,208,2,1556,2,1473,0,83,0,1391,0,0,1391,0,0,100,3,8241,2,7804,2,4198,0,2034,0.2,0,1,437,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,150,0,158,1,1706,1,1633,0,73,0,1343,0,0,1343,0,0,100,3,8142,3,7828,2,4196,1,2916,0.2,0,0,314,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,204,0,323,0,1942,0,1831,0,111,0,1356,0,0,1356,0,0,100,3,8361,3,8068,2,4191,1,3687,0.2,0,0,293,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,184,0,467,1,2130,1,2041,0,89,0,1078,0,0,1078,0,0,100,4,9080,4,8883,2,4197,1,2344,0.2,0,0,197,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,131,0,263,1,2391,1,2286,0,105,0,1017,0,0,1017,0,0,100,5,10198,5,10007,2,4200,0,3025,0.2,0,0,191,0,0,16,15,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,94,0,417,0,2388,0,2283,0,105,0,1073,0,0,1073,0,0,100,5,11277,4,10986,3,4187,1,2440,0.2,0,1,291,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,96,0,332,1,2439,1,2317,0,122,2,1234,0,0,1236,0,0,100,3,12133,3,11674,2,4187,1,2795,0.2,0,0,459,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,102,1,374,0,2623,0,2486,0,137,0,1368,0,0,1368,0,0,100,3,12857,1,12305,0,4188,0,1961,0.2,0,2,552,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,84,0,211,0,2361,0,2241,0,120,0,1515,93,0,1422,6,0,93,100,13040,91,12617,31,4188,6,1307,0.2,0,5,427,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,0,0,211,1,2035,1,1939,0,96,0,1703,0,0,1703,0,0,100,92,12911,74,11899,29,4188,0,575,0.2,0,10,1020,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,32,0,46,2,1588,2,1520,0,68,1,1761,0,0,1762,0,0,100,75,11698,70,11211,30,4188,7,2341,0.2,0,3,489,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,184,1,172,5,1538,4,1467,1,71,0,1789,0,0,1789,0,0,100,74,10929,69,10511,27,4186,11,1341,0.2,0,4,419,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,0,88,1,112,4,1384,4,1324,0,60,0,1821,0,0,1821,0,0,100,73,10047,72,9752,29,4185,13,2740,0.2,0,1,295,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,0,1,226,0,239,6,1496,5,1435,1,61,0,1984,0,0,1984,0,0,100,77,9240,64,8377,29,4184,0,455,0.2,0,8,868,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,5,0,73,5,1258,5,1191,0,67,51,1621,0,0,1672,0,0,100,18,7987,16,7124,8,4177,0,749,0.2,0,2,863,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,43,0,78,4,1291,4,1221,0,70,1,1331,0,0,1332,0,0,100,19,7051,19,6814,10,4170,4,2310,0.2,0,0,237,0,0,0,15,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,1,88,1,292,6,1527,5,1455,1,72,1,1086,0,0,1087,0,0,100,23,7228,23,6988,13,4155,6,2239,0.2,0,0,240,0,0,0,18,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,4,0,63,1,312,4,1489,4,1402,0,87,3,1102,0,0,1105,0,0,100,24,7340,24,7116,17,4141,8,2488,0.2,0,0,224,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,143,0,281,5,1572,4,1499,1,73,3,987,0,0,990,0,0,100,25,7667,17,6974,13,4141,0,724,0.2,0,8,693,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,51,0,85,5,1383,3,1306,2,77,3,971,0,0,974,0,0,100,17,7356,17,7123,10,4144,4,2162,0.2,0,0,233,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,1,0,165,2,184,1,1774,1,1682,0,92,3,884,0,0,887,0,0,100,15,7978,12,7621,12,4148,3,2251,0.2,0,3,357,0,0,11,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,3,0,127,0,261,4,1712,4,1613,0,99,1,901,0,0,902,0,0,100,15,8389,12,7994,7,4142,1,1899,0.2,0,3,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
76,2,0,125,0,184,3,1631,2,1533,1,98,1,1112,0,0,1113,0,0,100,13,8473,10,8101,7,4143,1,1935,0.2,0,3,372,0,0,19,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
